type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect,lower_word,word,category,subcategory,source_file
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,VERBS,VERB.BODY,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,VERBS,VERB.COGNITION,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,VERBS,VERB.CREATION,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
bear,,,12480,0,715,0,178.286,0.0,bear,BEAR,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
bai,,,12479,0,648,0,178.271,0.0,bai,BAI,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases (Unambiguous).txt
media,,,12475,0,713,0,178.214,0.0,media,,,,
chinese,,,12458,0,717,0,177.971,0.0,chinese,CHINESE,ADJECTIVES,ADJ.PERT,WordNet Words & Phrases.txt
chinese,,,12458,0,717,0,177.971,0.0,chinese,CHINESE,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
chinese,,,12458,0,717,0,177.971,0.0,chinese,CHINESE,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
low,,,12451,0,724,0,177.871,0.0,low,LOW,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
low,,,12451,0,724,0,177.871,0.0,low,LOW,ADVERBS,ADV.ALL,WordNet Words & Phrases.txt
low,,,12451,0,724,0,177.871,0.0,low,LOW,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
low,,,12451,0,724,0,177.871,0.0,low,LOW,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
low,,,12451,0,724,0,177.871,0.0,low,LOW,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
low,,,12451,0,724,0,177.871,0.0,low,LOW,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
low,,,12451,0,724,0,177.871,0.0,low,LOW,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
plays,,,12433,0,714,0,177.614,0.0,plays,,,,
jay,,,12431,0,585,0,177.586,0.0,jay,JAY,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
jay,,,12431,0,585,0,177.586,0.0,jay,JAY,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
yikes,,,12422,0,706,0,177.457,0.0,yikes,,,,
rice,,,12383,0,714,0,176.9,0.0,rice,RICE,NOUNS,NOUN.FOOD,WordNet Words & Phrases.txt
rice,,,12383,0,714,0,176.9,0.0,rice,RICE,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
rice,,,12383,0,714,0,176.9,0.0,rice,RICE,NOUNS,NOUN.PLANT,WordNet Words & Phrases.txt
rice,,,12383,0,714,0,176.9,0.0,rice,RICE,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
earth,,,12376,0,723,0,176.8,0.0,earth,EARTH,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
earth,,,12376,0,723,0,176.8,0.0,earth,EARTH,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
earth,,,12376,0,723,0,176.8,0.0,earth,EARTH,NOUNS,NOUN.LOCATION,WordNet Words & Phrases.txt
earth,,,12376,0,723,0,176.8,0.0,earth,EARTH,NOUNS,NOUN.OBJECT,WordNet Words & Phrases.txt
earth,,,12376,0,723,0,176.8,0.0,earth,EARTH,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
earth,,,12376,0,723,0,176.8,0.0,earth,EARTH,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
earth,,,12376,0,723,0,176.8,0.0,earth,EARTH,VERBS,VERB.PERCEPTION,WordNet Words & Phrases.txt
lmaooo,,,12374,0,713,0,176.771,0.0,lmaooo,,,,
currently,,,12374,0,722,0,176.771,0.0,currently,CURRENTLY,ADVERBS,ADV.ALL,WordNet Words & Phrases (Unambiguous).txt
emojis,,,12360,0,713,0,176.571,0.0,emojis,,,,
selfie,,,12344,0,688,0,176.343,0.0,selfie,,,,
kidding,,,12303,0,714,0,175.757,0.0,kidding,,,,
teach,,,12287,0,726,0,175.528,0.0,teach,TEACH,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
teach,,,12287,0,726,0,175.528,0.0,teach,TEACH,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
teach,,,12287,0,726,0,175.528,0.0,teach,TEACH,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
soo,,,12285,0,721,0,175.5,0.0,soo,,,,
smol,,,12282,0,687,0,175.457,0.0,smol,,,,
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,NOUNS,NOUN.SHAPE,WordNet Words & Phrases.txt
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
dot,,,12280,0,624,0,175.428,0.0,dot,DOT,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
classes,,,12268,0,723,0,175.257,0.0,classes,,,,
hiya,,,12265,0,683,0,175.214,0.0,hiya,,,,
doe,,,12258,0,708,0,175.114,0.0,doe,DOE,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
doe,,,12258,0,708,0,175.114,0.0,doe,DOE,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
lord,,,12258,0,720,0,175.114,0.0,lord,LORD,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
lord,,,12258,0,720,0,175.114,0.0,lord,LORD,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
forever,,,12253,0,724,0,175.043,0.0,forever,FOREVER,ADVERBS,ADV.ALL,WordNet Words & Phrases (Unambiguous).txt
corona,,,12232,0,571,0,174.743,0.0,corona,CORONA,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
corona,,,12232,0,571,0,174.743,0.0,corona,CORONA,NOUNS,NOUN.BODY,WordNet Words & Phrases.txt
corona,,,12232,0,571,0,174.743,0.0,corona,CORONA,NOUNS,NOUN.PHENOMENON,WordNet Words & Phrases.txt
corona,,,12232,0,571,0,174.743,0.0,corona,CORONA,NOUNS,NOUN.PLANT,WordNet Words & Phrases.txt
girln,,,12229,0,705,0,174.7,0.0,girln,,,,
looked,,,12219,0,723,0,174.557,0.0,looked,,,,
switch,,,12211,0,724,0,174.443,0.0,switch,SWITCH,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
switch,,,12211,0,724,0,174.443,0.0,switch,SWITCH,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
switch,,,12211,0,724,0,174.443,0.0,switch,SWITCH,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
switch,,,12211,0,724,0,174.443,0.0,switch,SWITCH,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
switch,,,12211,0,724,0,174.443,0.0,switch,SWITCH,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
switch,,,12211,0,724,0,174.443,0.0,switch,SWITCH,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
alex,,,12210,0,663,0,174.428,0.0,alex,,,,
felt,,,12196,0,725,0,174.228,0.0,felt,FELT,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
felt,,,12196,0,725,0,174.228,0.0,felt,FELT,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
felt,,,12196,0,725,0,174.228,0.0,felt,FELT,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
turned,,,12194,0,723,0,174.2,0.0,turned,TURNED,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
worst,,,12170,0,724,0,173.857,0.0,worst,WORST,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
worst,,,12170,0,724,0,173.857,0.0,worst,WORST,ADVERBS,ADV.ALL,WordNet Words & Phrases.txt
worst,,,12170,0,724,0,173.857,0.0,worst,WORST,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
worst,,,12170,0,724,0,173.857,0.0,worst,WORST,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
worst,,,12170,0,724,0,173.857,0.0,worst,WORST,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
worst,,,12170,0,724,0,173.857,0.0,worst,WORST,VERBS,VERB.COMPETITION,WordNet Words & Phrases.txt
totally,,,12170,0,726,0,173.857,0.0,totally,TOTALLY,ADVERBS,ADV.ALL,WordNet Words & Phrases (Unambiguous).txt
arctic,,,12155,0,290,0,173.643,0.0,arctic,ARCTIC,ADJECTIVES,ADJ.PERT,WordNet Words & Phrases.txt
arctic,,,12155,0,290,0,173.643,0.0,arctic,ARCTIC,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
arctic,,,12155,0,290,0,173.643,0.0,arctic,ARCTIC,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
arctic,,,12155,0,290,0,173.643,0.0,arctic,ARCTIC,NOUNS,NOUN.LOCATION,WordNet Words & Phrases.txt
indian,,,12139,0,706,0,173.414,0.0,indian,INDIAN,ADJECTIVES,ADJ.PERT,WordNet Words & Phrases.txt
indian,,,12139,0,706,0,173.414,0.0,indian,INDIAN,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
indian,,,12139,0,706,0,173.414,0.0,indian,INDIAN,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
chris,,,12128,0,623,0,173.257,0.0,chris,,,,
vibe,,,12110,0,691,0,173.0,0.0,vibe,VIBE,NOUNS,NOUN.STATE,WordNet Words & Phrases (Unambiguous).txt
wym,,,12095,0,709,0,172.785,0.0,wym,,,,
xbox,,,12085,0,709,0,172.643,0.0,xbox,,,,
fell,,,12083,0,721,0,172.614,0.0,fell,FELL,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
fell,,,12083,0,721,0,172.614,0.0,fell,FELL,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
fell,,,12083,0,721,0,172.614,0.0,fell,FELL,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
fell,,,12083,0,721,0,172.614,0.0,fell,FELL,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
fell,,,12083,0,721,0,172.614,0.0,fell,FELL,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
fell,,,12083,0,721,0,172.614,0.0,fell,FELL,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
british,,,12080,0,717,0,172.571,0.0,british,BRITISH,ADJECTIVES,ADJ.PERT,WordNet Words & Phrases.txt
british,,,12080,0,717,0,172.571,0.0,british,BRITISH,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
dayn,,,12074,0,720,0,172.485,0.0,dayn,,,,
runaway,,,12069,0,158,0,172.414,0.0,runaway,RUNAWAY,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
runaway,,,12069,0,158,0,172.414,0.0,runaway,RUNAWAY,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
runaway,,,12069,0,158,0,172.414,0.0,runaway,RUNAWAY,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
relationship,,,12056,0,718,0,172.228,0.0,relationship,RELATIONSHIP,NOUNS,NOUN.RELATION,WordNet Words & Phrases.txt
relationship,,,12056,0,718,0,172.228,0.0,relationship,RELATIONSHIP,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
cafe,,,12045,0,562,0,172.071,0.0,cafe,CAFE,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases (Unambiguous).txt
depression,,,12037,0,713,0,171.957,0.0,depression,DEPRESSION,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
depression,,,12037,0,713,0,171.957,0.0,depression,DEPRESSION,NOUNS,NOUN.FEELING,WordNet Words & Phrases.txt
depression,,,12037,0,713,0,171.957,0.0,depression,DEPRESSION,NOUNS,NOUN.OBJECT,WordNet Words & Phrases.txt
depression,,,12037,0,713,0,171.957,0.0,depression,DEPRESSION,NOUNS,NOUN.RELATION,WordNet Words & Phrases.txt
depression,,,12037,0,713,0,171.957,0.0,depression,DEPRESSION,NOUNS,NOUN.SHAPE,WordNet Words & Phrases.txt
depression,,,12037,0,713,0,171.957,0.0,depression,DEPRESSION,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
depression,,,12037,0,713,0,171.957,0.0,depression,DEPRESSION,NOUNS,NOUN.TIME,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,NOUNS,NOUN.LOCATION,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,NOUNS,NOUN.PHENOMENON,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
air,,,12036,0,723,0,171.943,0.0,air,AIR,VERBS,VERB.PERCEPTION,WordNet Words & Phrases.txt
noh,,,12020,0,724,0,171.714,0.0,noh,,,,
tonight,,,12012,0,719,0,171.6,0.0,tonight,TONIGHT,ADVERBS,ADV.ALL,WordNet Words & Phrases.txt
tonight,,,12012,0,719,0,171.6,0.0,tonight,TONIGHT,NOUNS,NOUN.TIME,WordNet Words & Phrases.txt
definitely,,,11980,0,725,0,171.143,0.0,definitely,DEFINITELY,ADVERBS,ADV.ALL,WordNet Words & Phrases (Unambiguous).txt
future,,,11979,0,724,0,171.128,0.0,future,FUTURE,ADJECTIVES,ADJ.PERT,WordNet Words & Phrases.txt
future,,,11979,0,724,0,171.128,0.0,future,FUTURE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
future,,,11979,0,724,0,171.128,0.0,future,FUTURE,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
future,,,11979,0,724,0,171.128,0.0,future,FUTURE,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
future,,,11979,0,724,0,171.128,0.0,future,FUTURE,NOUNS,NOUN.TIME,WordNet Words & Phrases.txt
mic,,,11960,0,718,0,170.857,0.0,mic,,,,
cannot,,,11958,0,723,0,170.828,0.0,cannot,,,,
egg,,,11932,0,715,0,170.457,0.0,egg,EGG,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
egg,,,11932,0,715,0,170.457,0.0,egg,EGG,NOUNS,NOUN.BODY,WordNet Words & Phrases.txt
egg,,,11932,0,715,0,170.457,0.0,egg,EGG,NOUNS,NOUN.FOOD,WordNet Words & Phrases.txt
egg,,,11932,0,715,0,170.457,0.0,egg,EGG,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
russian,,,11929,0,712,0,170.414,0.0,russian,RUSSIAN,ADJECTIVES,ADJ.PERT,WordNet Words & Phrases.txt
russian,,,11929,0,712,0,170.414,0.0,russian,RUSSIAN,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
russian,,,11929,0,712,0,170.414,0.0,russian,RUSSIAN,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
sky,,,11904,0,711,0,170.057,0.0,sky,SKY,NOUNS,NOUN.OBJECT,WordNet Words & Phrases.txt
sky,,,11904,0,711,0,170.057,0.0,sky,SKY,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
xp,,,11892,0,675,0,169.885,0.0,xp,,,,
report,,,11890,0,715,0,169.857,0.0,report,REPORT,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
report,,,11890,0,715,0,169.857,0.0,report,REPORT,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
report,,,11890,0,715,0,169.857,0.0,report,REPORT,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
report,,,11890,0,715,0,169.857,0.0,report,REPORT,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
possible,,,11877,0,721,0,169.671,0.0,possible,POSSIBLE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
possible,,,11877,0,721,0,169.671,0.0,possible,POSSIBLE,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
possible,,,11877,0,721,0,169.671,0.0,possible,POSSIBLE,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
correct,,,11872,0,726,0,169.6,0.0,correct,CORRECT,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
correct,,,11872,0,726,0,169.6,0.0,correct,CORRECT,VERBS,VERB.BODY,WordNet Words & Phrases.txt
correct,,,11872,0,726,0,169.6,0.0,correct,CORRECT,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
correct,,,11872,0,726,0,169.6,0.0,correct,CORRECT,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
correct,,,11872,0,726,0,169.6,0.0,correct,CORRECT,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
correct,,,11872,0,726,0,169.6,0.0,correct,CORRECT,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
correct,,,11872,0,726,0,169.6,0.0,correct,CORRECT,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
trump,,,11853,0,684,0,169.328,0.0,trump,TRUMP,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
trump,,,11853,0,684,0,169.328,0.0,trump,TRUMP,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
trump,,,11853,0,684,0,169.328,0.0,trump,TRUMP,VERBS,VERB.COMPETITION,WordNet Words & Phrases.txt
trump,,,11853,0,684,0,169.328,0.0,trump,TRUMP,VERBS,VERB.PERCEPTION,WordNet Words & Phrases.txt
rock,,,11851,0,722,0,169.3,0.0,rock,ROCK,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
rock,,,11851,0,722,0,169.3,0.0,rock,ROCK,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
rock,,,11851,0,722,0,169.3,0.0,rock,ROCK,NOUNS,NOUN.FOOD,WordNet Words & Phrases.txt
rock,,,11851,0,722,0,169.3,0.0,rock,ROCK,NOUNS,NOUN.OBJECT,WordNet Words & Phrases.txt
rock,,,11851,0,722,0,169.3,0.0,rock,ROCK,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
rock,,,11851,0,722,0,169.3,0.0,rock,ROCK,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
rock,,,11851,0,722,0,169.3,0.0,rock,ROCK,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,NOUNS,NOUN.BODY,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,NOUNS,NOUN.FOOD,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,VERBS,VERB.BODY,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
skin,,,11844,0,715,0,169.2,0.0,skin,SKIN,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
depressed,,,11820,0,718,0,168.857,0.0,depressed,DEPRESSED,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
pinging,,,11812,0,715,0,168.743,0.0,pinging,,,,
sell,,,11802,0,720,0,168.6,0.0,sell,SELL,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
sell,,,11802,0,720,0,168.6,0.0,sell,SELL,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
sell,,,11802,0,720,0,168.6,0.0,sell,SELL,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
sell,,,11802,0,720,0,168.6,0.0,sell,SELL,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
sell,,,11802,0,720,0,168.6,0.0,sell,SELL,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
history,,,11799,0,721,0,168.557,0.0,history,HISTORY,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
history,,,11799,0,721,0,168.557,0.0,history,HISTORY,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
history,,,11799,0,721,0,168.557,0.0,history,HISTORY,NOUNS,NOUN.TIME,WordNet Words & Phrases.txt
whenever,,,11778,0,725,0,168.257,0.0,whenever,,,,
cook,,,11764,0,720,0,168.057,0.0,cook,COOK,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
cook,,,11764,0,720,0,168.057,0.0,cook,COOK,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
cook,,,11764,0,720,0,168.057,0.0,cook,COOK,VERBS,VERB.CREATION,WordNet Words & Phrases.txt
cook,,,11764,0,720,0,168.057,0.0,cook,COOK,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
running,,,11763,0,728,0,168.043,0.0,running,RUNNING,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
running,,,11763,0,728,0,168.043,0.0,running,RUNNING,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
running,,,11763,0,728,0,168.043,0.0,running,RUNNING,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
stuck,,,11763,0,726,0,168.043,0.0,stuck,STUCK,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
sum,,,11747,0,718,0,167.814,0.0,sum,SUM,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
sum,,,11747,0,718,0,167.814,0.0,sum,SUM,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
sum,,,11747,0,718,0,167.814,0.0,sum,SUM,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
sum,,,11747,0,718,0,167.814,0.0,sum,SUM,NOUNS,NOUN.POSSESSION,WordNet Words & Phrases.txt
sum,,,11747,0,718,0,167.814,0.0,sum,SUM,NOUNS,NOUN.QUANTITY,WordNet Words & Phrases.txt
sum,,,11747,0,718,0,167.814,0.0,sum,SUM,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
sum,,,11747,0,718,0,167.814,0.0,sum,SUM,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,VERBS,VERB.COGNITION,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
order,,,11746,0,722,0,167.8,0.0,order,ORDER,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
helper,,,11739,0,479,0,167.7,0.0,helper,HELPER,NOUNS,NOUN.PERSON,WordNet Words & Phrases (Unambiguous).txt
cares,,,11721,0,724,0,167.443,0.0,cares,,,,
wown,,,11711,0,719,0,167.3,0.0,wown,,,,
heyn,,,11711,0,718,0,167.3,0.0,heyn,,,,
entire,,,11664,0,721,0,166.628,0.0,entire,ENTIRE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
entire,,,11664,0,721,0,166.628,0.0,entire,ENTIRE,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
ally,,,11658,0,471,0,166.542,0.0,ally,ALLY,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
ally,,,11658,0,471,0,166.542,0.0,ally,ALLY,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
ally,,,11658,0,471,0,166.542,0.0,ally,ALLY,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
clean,,,11640,0,723,0,166.285,0.0,clean,CLEAN,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
clean,,,11640,0,723,0,166.285,0.0,clean,CLEAN,ADVERBS,ADV.ALL,WordNet Words & Phrases.txt
clean,,,11640,0,723,0,166.285,0.0,clean,CLEAN,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
clean,,,11640,0,723,0,166.285,0.0,clean,CLEAN,VERBS,VERB.BODY,WordNet Words & Phrases.txt
clean,,,11640,0,723,0,166.285,0.0,clean,CLEAN,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
clean,,,11640,0,723,0,166.285,0.0,clean,CLEAN,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
clean,,,11640,0,723,0,166.285,0.0,clean,CLEAN,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
posted,,,11633,0,720,0,166.185,0.0,posted,POSTED,ADJECTIVES,ADJ.PPL,WordNet Words & Phrases (Unambiguous).txt
keyboard,,,11627,0,720,0,166.1,0.0,keyboard,KEYBOARD,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases (Unambiguous).txt
sec,,,11604,0,719,0,165.771,0.0,sec,SEC,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
sec,,,11604,0,719,0,165.771,0.0,sec,SEC,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
